"country","countryiso3","estimate_control_of_corru.364_2013","estimate_control_of_corru.364_2014","estimate_control_of_corru.364_2015","estimate_control_of_corru.364_2016","estimate_control_of_corru.364_2017","estimate_control_of_corru.364_2018","stderr_control_of_corrupt.366_2013","stderr_control_of_corrupt.366_2014","stderr_control_of_corrupt.366_2015","stderr_control_of_corrupt.366_2016","stderr_control_of_corrupt.366_2017","stderr_control_of_corrupt.366_2018","rank_control_of_corruptio.367_2013","rank_control_of_corruptio.367_2014","rank_control_of_corruptio.367_2015","rank_control_of_corruptio.367_2016","rank_control_of_corruptio.367_2017","rank_control_of_corruptio.367_2018","lower_control_of_corrupti.368_2013","lower_control_of_corrupti.368_2014","lower_control_of_corrupti.368_2015","lower_control_of_corrupti.368_2016","lower_control_of_corrupti.368_2017","lower_control_of_corrupti.368_2018","upper_control_of_corrupti.369_2013","upper_control_of_corrupti.369_2014","upper_control_of_corrupti.369_2015","upper_control_of_corrupti.369_2016","upper_control_of_corrupti.369_2017","upper_control_of_corrupti.369_2018","estimate_rule_of_law.370_2013","estimate_rule_of_law.370_2014","estimate_rule_of_law.370_2015","estimate_rule_of_law.370_2016","estimate_rule_of_law.370_2017","estimate_rule_of_law.370_2018","stderr_rule_of_law.372_2013","stderr_rule_of_law.372_2014","stderr_rule_of_law.372_2015","stderr_rule_of_law.372_2016","stderr_rule_of_law.372_2017","stderr_rule_of_law.372_2018","rank_rule_of_law.373_2013","rank_rule_of_law.373_2014","rank_rule_of_law.373_2015","rank_rule_of_law.373_2016","rank_rule_of_law.373_2017","rank_rule_of_law.373_2018","lower_rule_of_law.374_2013","lower_rule_of_law.374_2014","lower_rule_of_law.374_2015","lower_rule_of_law.374_2016","lower_rule_of_law.374_2017","lower_rule_of_law.374_2018","upper_rule_of_law.375_2013","upper_rule_of_law.375_2014","upper_rule_of_law.375_2015","upper_rule_of_law.375_2016","upper_rule_of_law.375_2017","upper_rule_of_law.375_2018","estimate_political_stabil.376_2013","estimate_political_stabil.376_2014","estimate_political_stabil.376_2015","estimate_political_stabil.376_2016","estimate_political_stabil.376_2017","estimate_political_stabil.376_2018","stderr_political_stabilit.378_2013","stderr_political_stabilit.378_2014","stderr_political_stabilit.378_2015","stderr_political_stabilit.378_2016","stderr_political_stabilit.378_2017","stderr_political_stabilit.378_2018","rank_political_stability_.379_2013","rank_political_stability_.379_2014","rank_political_stability_.379_2015","rank_political_stability_.379_2016","rank_political_stability_.379_2017","rank_political_stability_.379_2018","lower_political_stability.380_2013","lower_political_stability.380_2014","lower_political_stability.380_2015","lower_political_stability.380_2016","lower_political_stability.380_2017","lower_political_stability.380_2018","upper_political_stability.381_2013","upper_political_stability.381_2014","upper_political_stability.381_2015","upper_political_stability.381_2016","upper_political_stability.381_2017","upper_political_stability.381_2018","estimate_voice_and_accoun.382_2013","estimate_voice_and_accoun.382_2014","estimate_voice_and_accoun.382_2015","estimate_voice_and_accoun.382_2016","estimate_voice_and_accoun.382_2017","estimate_voice_and_accoun.382_2018","stderr_voice_and_accounta.384_2013","stderr_voice_and_accounta.384_2014","stderr_voice_and_accounta.384_2015","stderr_voice_and_accounta.384_2016","stderr_voice_and_accounta.384_2017","stderr_voice_and_accounta.384_2018","rank_voice_and_accountabi.385_2013","rank_voice_and_accountabi.385_2014","rank_voice_and_accountabi.385_2015","rank_voice_and_accountabi.385_2016","rank_voice_and_accountabi.385_2017","rank_voice_and_accountabi.385_2018","lower_voice_and_accountab.386_2013","lower_voice_and_accountab.386_2014","lower_voice_and_accountab.386_2015","lower_voice_and_accountab.386_2016","lower_voice_and_accountab.386_2017","lower_voice_and_accountab.386_2018","upper_voice_and_accountab.387_2013","upper_voice_and_accountab.387_2014","upper_voice_and_accountab.387_2015","upper_voice_and_accountab.387_2016","upper_voice_and_accountab.387_2017","upper_voice_and_accountab.387_2018","estimate_government_effec.388_2013","estimate_government_effec.388_2014","estimate_government_effec.388_2015","estimate_government_effec.388_2016","estimate_government_effec.388_2017","estimate_government_effec.388_2018","stderr_government_effecti.390_2013","stderr_government_effecti.390_2014","stderr_government_effecti.390_2015","stderr_government_effecti.390_2016","stderr_government_effecti.390_2017","stderr_government_effecti.390_2018","rank_government_effective.391_2013","rank_government_effective.391_2014","rank_government_effective.391_2015","rank_government_effective.391_2016","rank_government_effective.391_2017","rank_government_effective.391_2018","lower_government_effectiv.392_2013","lower_government_effectiv.392_2014","lower_government_effectiv.392_2015","lower_government_effectiv.392_2016","lower_government_effectiv.392_2017","lower_government_effectiv.392_2018","upper_government_effectiv.393_2013","upper_government_effectiv.393_2014","upper_government_effectiv.393_2015","upper_government_effectiv.393_2016","upper_government_effectiv.393_2017","upper_government_effectiv.393_2018","estimate_regulatory_quali.394_2013","estimate_regulatory_quali.394_2014","estimate_regulatory_quali.394_2015","estimate_regulatory_quali.394_2016","estimate_regulatory_quali.394_2017","estimate_regulatory_quali.394_2018","stderr_regulatory_quality.396_2013","stderr_regulatory_quality.396_2014","stderr_regulatory_quality.396_2015","stderr_regulatory_quality.396_2016","stderr_regulatory_quality.396_2017","stderr_regulatory_quality.396_2018","rank_regulatory_quality.397_2013","rank_regulatory_quality.397_2014","rank_regulatory_quality.397_2015","rank_regulatory_quality.397_2016","rank_regulatory_quality.397_2017","rank_regulatory_quality.397_2018","lower_regulatory_quality.398_2013","lower_regulatory_quality.398_2014","lower_regulatory_quality.398_2015","lower_regulatory_quality.398_2016","lower_regulatory_quality.398_2017","lower_regulatory_quality.398_2018","upper_regulatory_quality.399_2013","upper_regulatory_quality.399_2014","upper_regulatory_quality.399_2015","upper_regulatory_quality.399_2016","upper_regulatory_quality.399_2017","upper_regulatory_quality.399_2018"
"Australia","AUS",1.785322,1.853449,1.882113,1.816115,1.79505,1.806201,0.1380342,0.1319485,0.1332199,0.141707,0.1296737,0.1390601,93.83886,95.19231,94.23077,93.26923,92.78846,92.78846,90.99526,92.30769,92.78846,92.30769,91.82692,90.86539,95.7346,95.67308,97.11539,96.63461,96.63461,96.63461,1.778639,1.923105,1.825212,1.755521,1.681837,1.715279,0.1529223,0.164592,0.1601668,0.1741622,0.1637345,0.1569692,95.77465,96.15385,94.71154,94.71154,93.26923,92.78846,90.14085,90.38461,89.42308,89.42308,88.46154,89.42308,100,100,100,100,99.03846,99.51923,1.031073,1.032192,0.8849798,1.047958,0.8900895,0.9765741,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,83.41232,85.2381,75.71429,89.04762,79.52381,82.85714,66.82465,69.52381,62.85714,70.95238,65.2381,66.66666,98.10426,97.14286,92.85714,96.19048,92.85714,94.28571,1.436414,1.361716,1.355591,1.351012,1.384023,1.428148,0.1303993,0.1421983,0.1448841,0.1418732,0.1430083,0.1455305,94.3662,93.59606,93.10345,94.08867,94.58128,95.56651,89.67136,84.72906,84.23645,84.72906,85.71429,88.17734,98.59155,99.01478,99.50739,99.50739,99.50739,99.50739,1.639869,1.607115,1.564534,1.568509,1.535514,1.596495,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446,94.78673,92.30769,92.30769,92.30769,92.30769,92.78846,87.20379,87.01923,85.57692,85.09615,84.61539,86.53846,99.05213,98.55769,99.03846,99.03846,97.11539,98.55769,1.800868,1.863708,1.788684,1.896966,1.930234,1.929283,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358,97.15639,98.07692,96.15385,97.59615,98.07692,98.07692,90.52132,91.34615,91.34615,91.82692,91.34615,91.82692,100,100,99.03846,100,100,100
"Austria","AUT",1.550795,1.474735,1.519276,1.548537,1.526011,1.596262,0.1467825,0.1417843,0.1438526,0.1493956,0.1361223,0.1451362,90.99526,90.38461,90.86539,91.34615,90.86539,91.34615,87.20379,87.01923,87.5,89.42308,88.46154,88.46154,93.83886,92.78846,92.78846,92.78846,92.30769,93.26923,1.851382,1.952464,1.855247,1.814967,1.812473,1.875834,0.1529223,0.164592,0.1601668,0.1741622,0.1637345,0.1569692,97.65258,96.63461,96.15385,95.67308,96.15385,97.59615,91.54929,90.38461,89.90385,90.38461,89.42308,90.86539,100,100,100,100,100,100,1.364101,1.2707,1.143079,0.9096388,1.046604,0.9175232,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,96.20853,95.2381,90.47619,77.14286,86.66666,80.95238,81.99052,78.57143,72.38095,65.2381,70,65.71429,99.52607,99.52381,98.57143,93.33334,96.66666,92.85714,1.456567,1.391321,1.383533,1.337417,1.342785,1.380672,0.1303993,0.1421983,0.1448841,0.1418732,0.1430083,0.1455305,95.77465,94.58128,94.08867,93.59606,93.59606,93.10345,90.14085,86.69951,85.71429,83.74384,83.74384,84.23645,99.53052,99.50739,99.50739,99.50739,99.50739,99.01478,1.588477,1.572586,1.479127,1.511905,1.461261,1.453342,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446,92.891,91.34615,90.38461,91.82692,91.82692,90.86539,85.30806,85.57692,83.65385,84.13461,82.21154,81.73077,98.5782,98.55769,97.59615,98.55769,95.67308,95.67308,1.490679,1.48773,1.403266,1.440436,1.437395,1.544717,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358,91.46919,91.34615,91.34615,91.34615,90.86539,91.34615,83.41232,83.17308,80.28846,82.69231,81.73077,83.65385,98.5782,97.59615,95.19231,95.67308,95.19231,97.59615
"Azerbaijan","AZE",-0.9667774,-1.018747,-0.9299806,-0.8385039,-0.8853458,-0.8286031,0.13842,0.139622,0.1374694,0.1423037,0.1293326,0.1404115,16.58768,14.42308,16.82692,19.23077,17.78846,21.63461,9.952606,8.653846,10.57692,12.5,12.01923,12.98077,25.11848,23.07692,26.44231,32.21154,26.44231,29.32692,-0.7238573,-0.6722394,-0.6736943,-0.5198614,-0.5556712,-0.6002176,0.1304173,0.1365903,0.1392798,0.1624003,0.1510412,0.1537411,28.16901,28.84615,30.28846,32.21154,32.21154,29.32692,17.84038,17.78846,17.78846,21.63461,21.63461,18.26923,39.90611,37.5,38.46154,44.71154,41.34615,40.38462,-0.4128599,-0.5599095,-0.7295656,-0.8038791,-0.7478203,-0.6967331,0.2315082,0.2001131,0.2068148,0.2126011,0.2212373,0.2209855,33.64929,26.19048,21.90476,18.57143,19.04762,20.95238,20.37915,16.66667,12.85714,10.95238,11.90476,12.85714,45.49763,36.66667,32.38095,28.09524,30.47619,33.33333,-1.402769,-1.479178,-1.552387,-1.563101,-1.565049,-1.497994,0.1245899,0.1321882,0.1322397,0.1276275,0.1291931,0.1331245,9.389671,7.389163,6.896552,6.403941,6.896552,7.881773,5.164319,4.433497,3.940887,3.940887,3.940887,4.433497,15.02347,13.30049,10.83744,11.82266,12.31527,13.30049,-0.4750386,-0.3638154,-0.2573686,-0.1656132,-0.1682509,-0.1004674,0.1958892,0.2037677,0.2062357,0.1971073,0.1984339,0.2233855,37.91469,41.82692,44.71154,48.07692,47.59615,49.03846,23.22275,24.03846,31.73077,35.57692,34.13462,35.09615,48.34123,54.32692,55.28846,59.61538,58.65385,62.5,-0.4083123,-0.2771416,-0.2547193,-0.2820228,-0.2456636,-0.3807242,0.1764365,0.1824597,0.1790546,0.1839636,0.1908079,0.2163536,36.49289,44.23077,46.15385,43.75,43.26923,37.01923,26.06635,31.25,31.25,28.84615,30.76923,23.07692,47.8673,54.32692,54.32692,53.84615,57.21154,54.80769
"Burundi","BDI",-1.409685,-1.258653,-1.25752,-1.245702,-1.283875,-1.450633,0.1660916,0.1683082,0.1651201,0.1675162,0.1656595,0.1615282,2.369668,8.653846,9.134615,10.09615,9.134615,5.288462,0,2.884615,1.923077,3.846154,2.884615,0.4807692,10.90047,14.90385,14.42308,13.46154,13.94231,10.57692,-1.069999,-0.9660203,-1.167582,-1.460237,-1.395592,-1.496611,0.1370161,0.1458261,0.1469302,0.1638725,0.1552052,0.1501777,14.08451,14.90385,9.615385,7.211538,7.211538,5.769231,7.511737,7.211538,5.769231,2.403846,3.846154,3.365385,22.06573,26.92308,16.34615,9.615385,10.09615,8.173077,-1.350278,-0.7844071,-1.939511,-1.970721,-2.00754,-1.597951,0.2423417,0.2072911,0.215962,0.2213775,0.2305025,0.2293836,8.530806,20.47619,5.714286,5.714286,4.285714,7.619048,5.21327,10.47619,2.380952,2.857143,1.904762,5.238095,18.00948,29.52381,7.619048,8.571428,8.095238,11.42857,-0.9530513,-1.041284,-1.272207,-1.549649,-1.568257,-1.651565,0.1213388,0.1326821,0.1320001,0.1293823,0.1306406,0.1372808,21.59624,21.18227,13.30049,7.881773,6.403941,5.418719,15.02347,13.30049,7.881773,3.940887,3.448276,1.970443,25.8216,24.63054,20.68966,12.80788,12.31527,9.852217,-1.064957,-1.129147,-1.184265,-1.441686,-1.341107,-1.419982,0.1784049,0.1893557,0.1838187,0.1793076,0.1885868,0.1908892,14.21801,12.98077,11.53846,7.211538,8.173077,8.173077,8.056872,6.25,5.769231,2.884615,4.326923,1.923077,24.17062,20.19231,18.75,11.05769,13.94231,11.53846,-0.8779285,-0.7070148,-0.7104732,-0.8252589,-0.8360441,-0.982583,0.1799656,0.1857439,0.1795399,0.1851882,0.1827726,0.1831593,22.27488,27.40385,27.40385,20.67308,18.26923,13.46154,10.90047,14.90385,13.94231,10.57692,11.05769,7.692307,30.80569,37.01923,37.01923,30.28846,31.73077,25
"Belgium","BEL",1.673882,1.573292,1.573307,1.638705,1.497117,1.510279,0.1467825,0.1404506,0.1434484,0.14769,0.1348298,0.1434279,92.891,91.34615,91.82692,92.78846,89.90385,90.38461,89.57346,88.94231,89.42308,89.90385,87.5,87.5,95.7346,93.26923,92.78846,93.75,92.30769,92.30769,1.438435,1.523439,1.463494,1.390965,1.343427,1.3679,0.1529223,0.164592,0.1601668,0.1741622,0.1637345,0.1569692,89.67136,88.94231,88.94231,88.46154,87.5,88.46154,85.91549,86.05769,85.09615,84.61539,82.69231,82.69231,92.48827,92.78846,92.30769,91.82692,91.34615,90.86539,0.9400827,0.7012694,0.5870946,0.4413673,0.4280707,0.412356,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,77.72512,69.52381,64.7619,61.90476,62.38095,59.52381,64.92891,59.04762,56.66667,49.04762,49.04762,48.57143,94.3128,84.28571,77.61905,72.85714,72.38095,73.33334,1.373046,1.366339,1.38744,1.376962,1.384985,1.397253,0.1303993,0.1421983,0.1448841,0.1418732,0.1430083,0.1455305,92.95775,94.08867,94.58128,95.56651,95.07389,94.08867,87.79343,84.72906,85.71429,85.22167,85.71429,87.68473,97.1831,99.01478,99.50739,99.50739,99.50739,99.50739,1.607339,1.381594,1.438441,1.326213,1.181693,1.171748,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446,93.36493,88.46154,88.94231,86.53846,85.09615,83.65385,85.78199,79.80769,82.21154,78.36539,75,75.48077,98.5782,94.71154,95.67308,92.78846,92.30769,91.82692,1.291454,1.157765,1.287759,1.340684,1.24425,1.233861,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358,87.67773,84.61539,88.46154,88.46154,86.53846,86.05769,78.19905,75.48077,78.84615,79.80769,78.84615,77.88461,94.3128,91.82692,92.30769,93.26923,91.82692,92.78846
"Benin","BEN",-0.7441061,-0.6660711,-0.5508218,-0.5134378,-0.5541117,-0.3833744,0.1683883,0.1789432,0.1640437,0.1665062,0.1614789,0.1544845,24.64455,29.80769,33.17308,34.13462,33.65385,41.34615,15.16588,15.38461,20.67308,22.11539,19.71154,27.88461,39.81042,43.75,48.07692,49.51923,45.19231,51.92308,-0.5686672,-0.4880224,-0.5360081,-0.6085925,-0.6246254,-0.6751704,0.1370161,0.1509735,0.1469302,0.1638725,0.1536607,0.1484559,34.2723,36.05769,33.65385,30.76923,30.28846,26.92308,24.41315,26.92308,23.55769,17.78846,18.26923,17.30769,44.60094,46.63462,45.67308,40.86538,39.42308,35.09615,0.3011894,0.0271398,-0.013514,-0.0020272,0.030853,-0.132421,0.2423417,0.2133969,0.215962,0.2213775,0.2305025,0.2293836,58.29384,47.14286,45.23809,47.14286,46.66667,41.90476,42.65403,34.28571,33.33333,32.38095,32.38095,28.57143,67.77251,59.04762,57.61905,58.57143,61.42857,54.28571,0.1554964,0.2663023,0.2961209,0.4133146,0.381125,0.2674125,0.120062,0.1313193,0.1301595,0.1279955,0.1286539,0.1348838,55.86855,57.14286,58.62069,60.59113,59.1133,57.63547,46.94836,49.7537,49.7537,53.69458,52.70936,48.76847,58.68545,63.05419,64.03941,67.48769,66.99507,63.05419,-0.4894403,-0.4568181,-0.6196358,-0.5641903,-0.648205,-0.5659866,0.1784049,0.2014449,0.1838187,0.1793076,0.1862213,0.1890158,36.96682,36.05769,30.28846,33.65385,25.96154,32.69231,24.17062,21.63461,17.78846,18.75,16.34615,17.30769,47.39336,47.59615,42.78846,42.78846,38.94231,42.78846,-0.4007843,-0.5859138,-0.5630289,-0.5278944,-0.4722349,-0.3391147,0.1799656,0.1877198,0.1795399,0.1851882,0.1827726,0.1831593,37.44076,31.25,30.76923,30.28846,33.17308,38.94231,26.06635,18.26923,21.15385,20.19231,23.07692,27.88461,48.34123,43.75,44.71154,45.67308,47.11538,53.84615
"Burkina Faso","BFA",-0.5230929,-0.4648376,-0.277338,-0.1480786,-0.113755,-0.112395,0.1346905,0.1326332,0.1379925,0.1397609,0.1289985,0.132053,36.49289,38.46154,48.55769,52.88462,53.36538,53.36538,24.64455,28.84615,36.53846,42.78846,44.71154,43.75,46.4455,50,55.76923,59.13462,59.13462,59.61538,-0.5304499,-0.5472528,-0.5233565,-0.4412792,-0.3984754,-0.4455683,0.1283461,0.1383345,0.1435701,0.1571714,0.1477763,0.1435532,37.55869,33.17308,34.61538,35.09615,39.42308,34.61538,27.69953,23.55769,25,26.92308,29.32692,26.44231,45.53991,43.26923,45.67308,47.11538,49.03846,47.11538,-0.7633901,-0.7871286,-0.6111074,-0.8673759,-0.926845,-1.040907,0.2280198,0.1963862,0.2065004,0.2111211,0.2190167,0.2195558,21.80095,20,25.23809,16.66667,15.71429,13.33333,14.21801,10.95238,16.66667,10.95238,9.523809,8.095238,35.07109,29.04762,35.71429,25.23809,26.19048,21.42857,-0.255426,-0.3518519,-0.1143442,0.0133565,0.064641,-0.0432251,0.103857,0.1201542,0.1218835,0.1196595,0.1201608,0.1244324,39.90611,35.96059,42.85714,47.78325,48.27586,43.84237,34.2723,30.54187,35.96059,40.39409,41.87192,36.94581,44.60094,42.36453,49.7537,53.69458,54.18719,51.72414,-0.6608419,-0.5788296,-0.6194581,-0.5641686,-0.5799432,-0.5783429,0.170496,0.1801673,0.1825931,0.1784806,0.1863622,0.1907385,29.85782,29.32692,30.76923,34.13462,31.25,31.25,17.06161,17.30769,17.78846,18.75,18.75,17.30769,43.12796,43.26923,42.78846,42.78846,41.82692,42.30769,-0.1749993,-0.3089368,-0.3713624,-0.3973829,-0.4435385,-0.3863249,0.1685729,0.1729697,0.168827,0.171773,0.1684293,0.1686924,47.39336,42.78846,40.86538,37.98077,34.61538,36.05769,35.07109,30.28846,28.36539,25.96154,25.48077,25.48077,55.92417,52.40385,49.51923,50,47.11538,49.03846
"Bangladesh","BGD",-0.8870706,-0.8869383,-0.8083352,-0.8570897,-0.8317309,-0.9050215,0.1380973,0.1359271,0.1378276,0.1414026,0.1300578,0.133124,20.85308,19.23077,22.11539,18.75,19.23077,16.82692,11.84834,12.5,13.46154,12.01923,13.46154,11.53846,28.90995,29.80769,31.73077,31.73077,29.80769,26.92308,-0.8668169,-0.7776653,-0.75128,-0.6634919,-0.6712165,-0.6402364,0.1381016,0.1494797,0.1494522,0.1653087,0.1553902,0.1495493,21.12676,23.55769,25.96154,27.88461,28.36539,28.36539,13.14554,13.46154,13.94231,17.30769,16.82692,17.78846,32.86385,33.17308,35.57692,37.5,36.05769,38.94231,-1.627859,-0.8955632,-1.212018,-1.261937,-1.255888,-1.03248,0.2280198,0.1963862,0.2029834,0.2077957,0.2159105,0.2157381,7.582938,16.66667,10,10.95238,10.47619,13.80952,4.265403,9.047619,7.619048,8.571428,8.571428,8.095238,10.42654,25.71428,18.57143,15.2381,16.19048,21.42857,-0.4053864,-0.4739298,-0.5120468,-0.5852981,-0.6164584,-0.7284137,0.1106412,0.1277946,0.1299261,0.1256138,0.1260198,0.1298104,34.74178,32.0197,30.54187,30.54187,30.04926,27.58621,29.10798,27.58621,26.60098,24.13793,23.64532,22.16749,41.31455,38.91626,35.96059,34.48276,33.99015,31.03448,-0.7938247,-0.7657504,-0.7236189,-0.678659,-0.7334504,-0.7483993,0.1933164,0.2007356,0.2039497,0.1956011,0.1979322,0.2063302,23.69668,22.59615,24.03846,25.48077,22.11539,21.63461,13.27014,14.90385,12.5,14.90385,12.98077,12.01923,37.44076,36.53846,40.38462,39.42308,36.05769,38.94231,-0.9147804,-0.9375781,-0.8990583,-0.7966801,-0.8072466,-0.8262727,0.1712972,0.1839047,0.1772616,0.185466,0.1781963,0.1817709,21.32701,17.78846,18.26923,22.11539,20.67308,19.23077,10.42654,8.653846,10.09615,11.53846,11.05769,10.57692,29.85782,28.36539,28.84615,32.21154,31.73077,32.21154
"Bulgaria","BGR",-0.2672882,-0.2468749,-0.2646455,-0.1684433,-0.1611123,-0.1515335,0.1235442,0.1232389,0.1234475,0.1275061,0.1182884,0.1267572,48.81517,50.48077,49.51923,50.96154,50.96154,50.96154,39.81042,38.94231,38.94231,42.78846,44.23077,42.30769,56.87204,55.28846,55.76923,59.13462,58.17308,59.61538,-0.1024054,-0.0460172,-0.0970044,-0.0614716,-0.040923,-0.029567,0.1242506,0.1298947,0.1300186,0.1478333,0.1395157,0.1338652,52.11267,56.73077,54.32692,52.40385,51.92308,53.36538,45.53991,46.15385,44.71154,42.78846,44.23077,44.71154,56.33803,63.46154,59.61538,59.13462,59.61538,59.13462,0.1707104,0.0785409,0.0173222,0.0773333,0.3319523,0.4196386,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,53.08057,49.52381,46.66667,49.04762,59.52381,60.47619,38.86256,36.66667,35.23809,36.19048,45.71429,48.57143,64.45498,59.04762,57.61905,60.95238,69.52381,73.33334,0.3372708,0.366463,0.4325731,0.4011085,0.3787741,0.3233821,0.1179038,0.1246843,0.1271046,0.1225839,0.1241601,0.1279276,58.21596,59.60591,61.08374,59.1133,58.62069,59.1133,55.39906,53.69458,54.18719,53.69458,52.70936,50.73891,64.31925,67.48769,69.45813,67.48769,66.99507,64.53202,0.1573445,0.0787379,0.2086831,0.2958971,0.2601942,0.2718757,0.1962265,0.2055459,0.2052628,0.1965718,0.2002508,0.1982992,59.71564,57.69231,61.05769,64.90385,63.46154,62.98077,48.34123,44.23077,48.55769,50.96154,51.44231,50.96154,67.77251,69.23077,72.59615,73.07692,73.07692,73.55769,0.5389014,0.568319,0.5637681,0.6585177,0.6258,0.5765803,0.1688407,0.1743314,0.168527,0.171754,0.1778764,0.180271,68.24644,70.67308,70.67308,73.55769,72.59615,72.59615,59.24171,62.5,62.98077,66.82692,65.38461,62.98077,75.82938,76.44231,76.44231,78.84615,79.32692,77.88461
"Bahrain","BHR",0.4330941,0.2788305,0.1388495,-0.0158624,-0.1409596,-0.1472867,0.1752281,0.1683162,0.1683742,0.1760112,0.1614632,0.1786588,68.72038,63.94231,61.05769,57.69231,51.92308,51.44231,62.55924,57.69231,53.36538,45.67308,42.30769,39.42308,73.93365,70.19231,66.82692,64.90385,59.61538,60.09615,0.3310837,0.4137195,0.4250485,0.4563805,0.4467034,0.4127088,0.1611154,0.1801212,0.1779282,0.1984737,0.1930079,0.1840094,61.97183,68.26923,67.30769,67.30769,67.30769,66.34615,55.39906,61.53846,60.09615,58.65385,59.13462,57.69231,68.07512,75.48077,75,76.44231,76.44231,75,-1.335418,-0.9074749,-1.07354,-0.7934257,-0.9614251,-0.8404424,0.2315082,0.2001131,0.2068148,0.2126011,0.2245828,0.225094,9.00474,15.71429,12.38095,19.52381,14.28571,17.14286,6.161138,9.047619,9.047619,10.95238,9.047619,11.42857,18.00948,25.71428,21.42857,28.09524,25.23809,29.04762,-1.317464,-1.311063,-1.313066,-1.372134,-1.386841,-1.405907,0.1211568,0.1455284,0.1443009,0.139202,0.1408521,0.1472449,12.20657,11.33005,11.82266,11.33005,11.33005,10.83744,5.633803,5.91133,6.896552,5.91133,5.91133,5.418719,15.02347,19.70443,20.19704,16.25616,15.76355,15.76355,0.588787,0.5650396,0.5598009,0.3278428,0.1939208,0.1798774,0.2154138,0.2348398,0.2338778,0.2218577,0.2449958,0.2489419,70.14218,72.59615,73.07692,65.86539,61.05769,59.61538,61.61137,60.57692,60.09615,50.96154,44.23077,45.67308,77.72512,76.44231,76.44231,73.07692,73.07692,73.07692,0.6073823,0.7084731,0.8196669,0.6082391,0.4145159,0.4460675,0.2233371,0.2317002,0.2232894,0.2316662,0.2291997,0.2312884,71.56398,74.03846,76.44231,72.11539,66.82692,67.78846,58.76777,63.46154,68.26923,62.5,57.21154,57.21154,79.62085,82.21154,84.61539,80.76923,75.96154,77.40385
"Bahamas, The","BHS",1.341892,1.313177,1.135789,1.108054,1.173819,1.131102,0.2267878,0.2116108,0.1804956,0.1856169,0.1621127,0.1760069,88.6256,88.46154,83.17308,81.73077,83.65385,83.17308,80.56872,79.80769,76.92308,76.92308,80.76923,79.80769,93.36493,92.30769,89.90385,90.38461,89.42308,88.94231,0.6379098,0.6654289,0.5971192,0.2603121,0.1893446,0.0969947,0.1891847,0.2100598,0.1912973,0.2136994,0.1955997,0.1847173,69.95305,75.48077,72.59615,60.57692,60.09615,57.21154,61.50235,65.86539,64.90385,51.44231,50.48077,47.59615,78.87324,81.25,79.32692,72.59615,68.75,65.86539,1.134825,0.9564701,0.9074765,0.9754187,0.9893678,0.8721167,0.2478664,0.2105703,0.2114094,0.2151124,0.2234693,0.224247,90.52132,79.04762,77.14286,80.95238,82.85714,78.57143,67.77251,66.66666,62.85714,66.19048,66.66666,62.85714,99.52607,97.14286,94.7619,95.71429,96.19048,92.38095,0.9244487,1.047354,0.9514745,0.8520943,0.8486394,0.7956346,0.1568629,0.1791359,0.1647852,0.1619036,0.1639514,0.1658501,74.64789,80.29556,75.86207,74.87685,74.87685,73.39902,67.13615,70.93596,70.93596,67.48769,66.99507,64.53202,87.79343,92.61084,89.65517,84.72906,84.23645,82.75862,0.872555,0.7289602,0.7127459,0.7195333,0.5770623,0.5391499,0.2674687,0.3014116,0.2885604,0.2797679,0.2878259,0.2917387,75.35545,74.03846,73.55769,74.03846,72.59615,71.63461,65.87678,62.01923,62.98077,62.98077,57.21154,55.28846,87.20379,87.01923,85.57692,84.13461,81.73077,79.32692,0.1900627,0.1719736,0.1661729,0.2575893,0.1213075,0.1511079,0.2776379,0.2822577,0.2458772,0.254692,0.2453039,0.2484729,57.34597,56.73077,57.69231,63.46154,58.65385,61.05769,44.54976,42.78846,46.15385,48.55769,41.34615,41.34615,73.45972,72.11539,71.15385,73.55769,71.15385,72.11539
