"retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","country","countryiso3"
-38,-21,-13,-34,-33,10,"Afghanistan","AFG"
-61,-40,-39,-57,-11,22,"Angola","AGO"
-46,-21,-30,-67,-48,17,"Antigua and Barbuda","ATG"
-86,-61,-89,-80,-57,27,"Argentina","ARG"
-90,-48,-91,-82,-69,31,"Buenos Aires",NA
-88,-60,-91,-79,-60,26,"Buenos Aires Province",NA
-71,-46,-78,-81,-35,29,"Catamarca Province",NA
-79,-63,-83,-92,-48,24,"Chaco Province",NA
-92,-91,-94,-93,-62,28,"Chubut Province",NA
-88,-66,-90,-91,-57,30,"Cordoba",NA
-80,-63,-88,-89,-47,25,"Corrientes",NA
-87,-65,-93,-90,-54,29,"Entre Rios",NA
-76,-53,-82,-71,-37,21,"Formosa Province","TWN"
-80,-55,-83,-92,-44,27,"Jujuy",NA
-88,-72,-88,-87,-56,28,"La Pampa",NA
-70,-46,-84,-86,-40,26,"La Rioja Province",NA
-81,-56,-84,-72,-49,29,"Mendoza Province",NA
-83,-66,-85,-92,-51,27,"Misiones Province",NA
-96,-95,-95,-92,-72,33,"Neuquen",NA
-90,-72,-92,-96,-55,29,"Río Negro",NA
-82,-55,-84,-76,-47,26,"Salta Province",NA
-76,-50,-80,-87,-46,28,"San Juan Province",NA
-85,-60,-89,-91,-56,29,"San Luis Province",NA
-83,-62,-88,-91,-56,24,"Santa Cruz Province",NA
-87,-63,-89,-77,-57,29,"Santa Fe Province",NA
-75,-49,-75,-90,-46,25,"Santiago del Estero Province",NA
-87,-63,-89,-92,-59,24,"Tierra del Fuego Province",NA
-81,-53,-78,-90,-51,28,"Tucumán",NA
-88,-66,-80,-88,-72,20,"Aruba","ABW"
-45,-19,-35,-58,-33,13,"Australia","AUS"
-40,-3,38,-52,-31,11,"Australian Capital Territory","AUS"
-44,-13,-27,-57,-35,14,"New South Wales",NA
-35,-13,-20,-55,-23,12,"Northern Territory",NA
-40,-19,-33,-57,-30,12,"Queensland",NA
-43,-15,-33,-55,-28,12,"South Australia","AUS"
-50,-30,-70,-62,-28,13,"Tasmania",NA
-51,-26,-55,-68,-37,16,"Victoria",NA
-40,-16,-37,-55,-26,13,"Western Australia","AUS"
-87,-64,-43,-71,-51,14,"Austria","AUT"
-83,-36,19,-43,-49,16,"Burgenland",NA
-85,-62,-45,-59,-48,13,"Carinthia",NA
-82,-36,8,-74,-45,13,"Lower Austria","AUT"
-93,-86,-73,-81,-59,15,"Salzburg",NA
-86,-61,-42,-71,-47,13,"Styria",NA
-95,-86,-82,-85,-65,16,"Tyrol",NA
-86,-44,-19,-67,-47,13,"Upper Austria","AUT"
-85,-52,-44,-71,-52,15,"Vienna",NA
-90,-70,-68,-79,-54,14,"Vorarlberg",NA
-45,-22,-40,-38,-25,16,"Bahrain","BHR"
-68,-46,-26,-66,-60,24,"Bangladesh","BGD"
-70,-47,-60,-77,-52,15,"Barbados","BRB"
-81,-57,NA,-83,-51,17,"Christ Church",NA
-35,NA,-53,NA,-29,NA,"Saint George",NA
-76,-50,NA,NA,-56,NA,"Saint James",NA
NA,NA,NA,NA,-36,NA,"Saint John",NA
-70,-48,-70,-73,-55,14,"Saint Michael",NA
-74,-18,NA,NA,-31,NA,"Saint Peter",NA
-72,-49,NA,NA,-49,NA,"Saint Philip",NA
-13,NA,NA,NA,-29,NA,"Saint Thomas",NA
-14,5,41,-7,3,-2,"Belarus","BLR"
-84,-53,-66,-76,-52,17,"Belgium","BEL"
-89,-65,-64,-82,-62,19,"Brussels",NA
-82,-46,-65,-74,-50,17,"Flanders",NA
-84,-62,-72,-77,-52,16,"Wallonia",NA
-63,-49,-38,-68,-42,13,"Belize","BLZ"
-16,0,10,-14,2,5,"Benin","BEN"
-93,-94,-89,-92,-72,35,"Bolivia","BOL"
-76,-50,-22,-59,-50,13,"Bosnia and Herzegovina","BIH"
-12,-2,7,-20,-3,13,"Botswana","BWA"
-71,-35,-70,-62,-34,17,"Brazil","BRA"
-68,-28,-63,-56,-36,20,"Federal District",NA
-68,-20,-56,-75,-22,11,"State of Acre",NA
-77,-43,-79,-76,-35,17,"State of Alagoas",NA
-71,-27,-51,-73,-28,11,"State of Amapá",NA
-64,-28,-62,-46,-26,13,"State of Amazonas",NA
-73,-42,-71,-73,-33,17,"State of Bahia",NA
-76,-34,-71,-68,-33,16,"State of Ceará",NA
-68,-35,-69,-69,-31,16,"State of Espírito Santo",NA
-67,-27,-44,-50,-28,15,"State of Goiás",NA
-63,-27,-48,-66,-20,11,"State of Maranhão",NA
-63,-30,-44,-59,-22,11,"State of Mato Grosso",NA
-68,-33,-56,-68,-26,14,"State of Mato Grosso do Sul",NA
-66,-29,-46,-57,-30,15,"State of Minas Gerais",NA
-75,-42,-70,-64,-34,17,"State of Paraná",NA
-76,-36,-73,-64,-33,17,"State of Paraíba",NA
-61,-25,-53,-64,-19,12,"State of Pará",NA
-74,-35,-72,-59,-35,17,"State of Pernambuco",NA
-71,-39,-49,-76,-27,18,"State of Piauí",NA
-74,-36,-74,-66,-33,19,"State of Rio Grande do Norte",NA
-75,-39,-73,-67,-36,20,"State of Rio Grande do Sul",NA
-72,-32,-74,-61,-37,17,"State of Rio de Janeiro",NA
-63,-27,-42,-71,-23,12,"State of Rondônia",NA
-68,-25,-51,-72,-24,12,"State of Roraima",NA
-80,-49,-84,-76,-40,20,"State of Santa Catarina",NA
-78,-46,-77,-83,-36,18,"State of Sergipe",NA
-72,-36,-71,-62,-37,17,"State of São Paulo",NA
-61,-31,-35,-71,-19,11,"State of Tocantins",NA
-66,-36,-32,-58,-29,11,"Bulgaria","BGR"
-74,-47,-32,-55,-43,10,"Blagoevgrad Province",NA
-65,-38,-40,-51,-35,11,"Burgas",NA
-61,-33,-38,NA,-19,18,"Dobrich Province",NA
-61,-34,-16,NA,-17,17,"Gabrovo",NA
-66,-43,-14,-67,-27,13,"Haskovo Province",NA
-58,-44,-42,NA,-20,14,"Jambol",NA
-71,-48,-27,-76,-39,12,"Kardzhali Province",NA
-57,-39,-35,-46,-24,19,"Kyustendil Province",NA
-64,-32,-16,NA,-21,18,"Lovec",NA
-41,-37,-18,-58,-13,11,"Montana Province",NA
-68,-38,-29,-69,-32,13,"Pazardzhik",NA
-58,-31,-37,NA,-21,21,"Pernik",NA
-64,-37,-16,NA,-22,14,"Pleven Province",NA
-68,-38,-33,-54,-29,12,"Plovdiv Province",NA
-48,-66,NA,NA,-10,11,"Razgrad",NA
-58,-36,-14,-43,-25,11,"Ruse",NA
-63,-29,-26,-70,-20,20,"Shumen Province",NA
-37,-23,NA,NA,-12,-3,"Silistra",NA
-61,-36,-40,-51,-25,19,"Sliven Province",NA
-66,-59,-42,NA,-41,2,"Smoljan",NA
-70,-35,-42,-62,-34,15,"Sofia City Province",NA
-60,-35,-28,NA,-31,14,"Sofia Province",NA
-63,-38,-27,-10,-29,10,"Stara Zagora",NA
-63,-31,NA,NA,-19,2,"Targovishte Province",NA
-72,-36,-54,-76,-34,12,"Varna",NA
-68,-37,-24,-56,-28,13,"Veliko Tarnovo Province",NA
-59,-29,NA,NA,-25,NA,"Vidin",NA
-53,-31,-3,-49,-18,21,"Vraca",NA
-34,-25,-22,-53,-3,15,"Burkina Faso","BFA"
-43,-29,-31,-57,-15,12,"Cambodia","KHM"
-26,-20,-19,-23,-3,9,"Cameroon","CMR"
-59,-35,-16,-66,-44,14,"Canada","CAN"
-60,-48,-57,-88,-40,19,"Cape Verde","CPV"
-73,-55,-72,-64,-42,24,"Chile","CHL"
-86,-68,-80,-82,-58,26,"Colombia","COL"
-68,-41,-71,-68,-39,21,"Costa Rica","CRI"
-82,-57,-45,-74,-50,15,"Croatia","HRV"
-85,-58,-23,-70,-46,20,"Bjelovar Bilogora County",NA
-81,-59,NA,-83,-51,23,"Brod Posavina County",NA
-85,-61,-51,-76,-51,16,"City of Zagreb",NA
-78,-54,-29,-66,-52,22,"Dubrovnik Neretva County",NA
-74,-55,-35,-76,-45,15,"Istria County",NA
-83,-56,-16,-66,-48,30,"Karlovac County",NA
-81,-58,NA,NA,-44,25,"Koprivnica Križevci County",NA
-87,-63,NA,-72,-48,34,"Krapina Zagorje County",NA
-73,-44,-58,-83,-46,NA,"Lika Senj County",NA
-86,-64,NA,-84,-54,27,"Medimurje County",NA
-83,-54,-14,-73,-47,17,"Osijek Baranja County",NA
-83,-58,NA,-75,-49,0,"Požega Slavonia County",NA
-82,-58,-47,-81,-48,15,"Primorje Gorski Kotar County",NA
-76,-61,-51,-71,-43,27,"Sisak Moslavina County",NA
-83,-52,-33,-76,-55,17,"Split Dalmatia County",NA
-86,-61,-62,-83,-50,30,"Varaždin County",NA
-80,-53,NA,-79,-46,1,"Virovitica Podravina County",NA
-81,-52,NA,-70,-48,24,"Vukovar Srijem County",NA
-77,-51,-19,-75,-47,25,"Zadar County",NA
-85,-59,-64,-72,-53,15,"Zagreb County",NA
-78,-47,-12,-67,-48,15,"Šibenik Knin County",NA
-73,-26,-24,-61,-31,11,"Czechia","CZE"
-67,-20,9,-37,-29,11,"Central Bohemian Region","CZE"
-78,-30,-33,-69,-32,11,"Hradec Králové Region",NA
-75,-38,-53,-70,-36,10,"Karlovy Vary Region",NA
-75,-24,-45,-66,-36,10,"Liberec Region",NA
-72,-21,-14,-63,-27,10,"Moravian Silesian Region",NA
-72,-27,-15,-74,-27,10,"Olomouc Region",NA
-74,-27,-1,-73,-28,10,"Pardubice Region",NA
-74,-29,-8,-55,-30,10,"Plzen Region",NA
-77,-30,-58,-71,-38,15,"Prague",NA
-72,-27,-17,-60,-29,9,"South Bohemian Region","CZE"
-70,-24,5,-50,-28,11,"South Moravian Region",NA
-74,-21,27,-55,-28,10,"Vysocina Region",NA
-71,-25,1,-65,-29,9,"Zlin Region",NA
-71,-25,-28,-56,-26,9,"Ústí nad Labem Region",NA
-35,-21,-21,-33,-9,14,"Côte d Ivoire","CIV"
-37,-22,35,-60,-28,9,"Denmark","DNK"
-48,-24,13,-67,-33,10,"Capital Region of Denmark","DNK"
-34,-23,71,-55,-26,9,"Central Denmark Region","DNK"
-34,-16,32,-54,-26,8,"North Denmark Region","DNK"
-28,-17,54,-55,-25,8,"Region Zealand",NA
-30,-22,23,-59,-28,9,"Region of Southern Denmark","DNK"
-80,-63,-73,-84,-56,23,"Dominican Republic","DOM"
-84,-66,-80,-80,-61,26,"Ecuador","ECU"
-50,-24,-40,-52,-35,15,"Egypt","EGY"
-81,-62,-72,-73,-50,23,"El Salvador","SLV"
-60,-28,4,-51,-32,10,"Estonia","EST"
-61,-29,2,-57,-34,11,"Harju County",NA
NA,NA,NA,NA,-68,NA,"Hiiu County",NA
-50,-22,-23,-35,-28,12,"Ida Viru County",NA
-41,-23,NA,NA,-39,NA,"Järva County",NA
-45,-24,NA,NA,-42,NA,"Jõgeva County",NA
-53,-32,NA,NA,-47,NA,"Lääne County",NA
-55,-20,NA,-41,-20,5,"Lääne Viru County",NA
-67,-31,-17,-53,-36,20,"Pärnu County",NA
-77,-24,NA,NA,-48,NA,"Põlva County",NA
-72,-23,NA,NA,-47,NA,"Rapla County",NA
-80,-40,NA,-80,-57,NA,"Saare County",NA
-65,-30,-13,-54,-35,23,"Tartu County",NA
-58,-30,NA,NA,-40,NA,"Valga County",NA
-58,-26,NA,-42,-13,NA,"Viljandi County",NA
-82,-20,NA,NA,-46,NA,"Võru County",NA
-39,-25,-13,-59,-6,12,"Fiji","FJI"
-52,-21,48,-59,-25,9,"Finland","FIN"
-48,-22,60,-70,-23,8,"Central Finland","FIN"
-44,-13,NA,-63,-21,15,"Central Ostrobothnia",NA
-54,-24,44,-64,-21,13,"Kainuu",NA
-52,-21,65,-64,-17,8,"Kymenlaakso",NA
-62,-30,40,-71,-31,7,"Lapland",NA
-54,-20,61,-54,-24,14,"North Karelia",NA
-51,-24,73,-55,-24,8,"Northern Ostrobothnia",NA
-56,-20,47,-53,-22,7,"Northern Savonia",NA
-44,-16,70,-50,-21,8,"Ostrobothnia",NA
-53,-21,42,-53,-26,9,"Pirkanmaa",NA
-56,-22,84,-54,-25,8,"Päijänne Tavastia",NA
-49,-22,34,-48,-19,8,"Satakunta",NA
-55,-26,46,-64,-25,15,"South Karelia",NA
-49,-20,50,-51,-20,9,"Southern Ostrobothnia",NA
-55,-18,59,-66,-23,14,"Southern Savonia",NA
-54,-22,15,-51,-25,9,"Southwest Finland","FIN"
-53,-24,43,-62,-22,9,"Tavastia Proper",NA
-50,-20,39,-64,-28,10,"Uusimaa",NA
-88,-72,-82,-87,-56,18,"France","FRA"
-87,-74,-80,-89,-56,19,"Auvergne Rhône Alpes",NA
-87,-77,-77,-88,-54,18,"Bourgogne Franche Comté",NA
-87,-76,-83,-88,-53,18,"Brittany",NA
-86,-75,-79,-88,-53,17,"Centre Val de Loire",NA
-84,-67,-74,-83,-54,21,"Corsica",NA
-89,-77,-81,-89,-59,17,"Grand Est",NA
-88,-72,-84,-87,-56,17,"Hauts de France","FRA"
-86,-73,-78,-88,-53,17,"Normandy",NA
-86,-76,-80,-86,-53,18,"Nouvelle Aquitaine",NA
-86,-72,-73,-86,-53,18,"Occitanie",NA
-88,-78,-80,-90,-54,18,"Pays de la Loire",NA
-87,-68,-83,-85,-55,18,"Provence Alpes Côte d Azur",NA
-91,-69,-89,-87,-63,20,"Île de France","FRA"
-39,-24,-25,-47,-15,15,"Gabon","GAB"
-67,-36,-24,-53,-38,12,"Georgia","GEO"
-77,-51,-49,-68,-39,11,"Germany","DEU"
-79,-49,-55,-71,-43,12,"Baden Württemberg",NA
-80,-49,-50,-73,-43,12,"Bavaria",NA
-83,-55,-63,-70,-44,12,"Berlin",NA
-75,-52,-53,-63,-31,9,"Brandenburg",NA
-79,-54,-22,-74,-40,10,"Bremen",NA
-80,-50,-34,-72,-42,12,"Hamburg",NA
-74,-40,-26,-72,-41,10,"Hesse",NA
-76,-52,-42,-64,-36,10,"Lower Saxony",NA
-74,-48,-50,-64,-32,8,"Mecklenburg Vorpommern",NA
-77,-51,-50,-70,-38,11,"North Rhine Westphalia",NA
-74,-40,-38,-71,-39,10,"Rhineland Palatinate",NA
-77,-56,-29,-71,-39,10,"Saarland",NA
-78,-51,-50,-66,-34,10,"Saxony",NA
-74,-48,-56,-65,-27,8,"Saxony Anhalt",NA
-70,-53,-27,-58,-36,10,"Schleswig Holstein",NA
-75,-44,-50,-63,-32,8,"Thuringia",NA
-15,8,-15,-15,3,9,"Ghana","GHA"
-80,-41,-55,-76,-53,20,"Greece","GRC"
-67,-39,-53,-69,-39,19,"Guatemala","GTM"
-50,-11,-25,NA,-27,NA,"Guinea Bissau","GNB"
-34,-31,-19,-48,-14,7,"Haiti","HTI"
-81,-64,-59,-74,-46,20,"Honduras","HND"
-35,-7,-43,-45,-24,16,"Hong Kong","HKG"
-66,-43,-7,-53,-32,10,"Hungary","HUN"
-70,-45,27,-45,-30,9,"Baranya",NA
-59,-47,19,-38,-28,8,"Borsod Abaúj Zemplén",NA
-74,-40,-38,-67,-39,12,"Budapest",NA
-62,-42,10,-47,-27,9,"Bács Kiskun",NA
-54,-39,15,-43,-23,7,"Békés County",NA
-66,-40,-12,-39,-28,10,"Csongrád",NA
-58,-43,24,-48,-30,9,"Fejér",NA
-71,-48,-6,-51,-42,11,"Gyor Moson Sopron",NA
-63,-46,34,-52,-28,9,"Hajdú Bihar",NA
-62,-48,-35,-48,-34,12,"Heves County",NA
-52,-38,32,-49,-25,8,"Jász Nagykun Szolnok",NA
-57,-40,51,-46,-28,9,"Komárom Esztergom",NA
-51,-40,-29,-30,-24,15,"Nógrád County",NA
-56,-42,57,-34,-31,10,"Pest County",NA
-58,-44,1,-44,-30,10,"Somogy County",NA
-57,-52,4,-43,-25,7,"Szabolcs Szatmár Bereg",NA
-50,-44,NA,-44,-28,18,"Tolna County",NA
-68,-50,19,-55,-38,13,"Vas County",NA
-57,-44,5,-43,-33,9,"Veszprém",NA
-66,-52,-25,-48,-35,11,"Zala County",NA
-77,-65,-57,-71,-47,22,"India","IND"
-47,-27,-52,-54,-15,15,"Indonesia","IDN"
-64,-42,-48,-61,-55,21,"Iraq","IRQ"
-83,-37,-59,-78,-52,19,"Ireland","IRL"
-83,-35,-52,-64,-48,9,"County Carlow",NA
-81,-39,-41,-57,-45,21,"County Cavan",NA
-78,-30,-54,-74,-49,25,"County Clare",NA
-81,-40,-54,-73,-51,19,"County Cork",NA
-81,-39,-49,-56,-47,21,"County Donegal",NA
-85,-35,-64,-82,-58,21,"County Dublin",NA
-82,-36,-60,-68,-51,21,"County Galway",NA
-83,-44,-54,-76,-53,22,"County Kerry",NA
-84,-36,-66,-71,-51,21,"County Kildare",NA
-82,-37,-65,-77,-47,23,"County Kilkenny",NA
-79,-40,NA,-77,-48,22,"County Laois",NA
-93,-41,NA,NA,-50,NA,"County Leitrim",NA
-82,-35,-57,-74,-46,21,"County Limerick",NA
-77,-40,NA,NA,-45,NA,"County Longford",NA
-84,-39,-67,-84,-49,24,"County Louth",NA
-85,-44,-31,-78,-47,22,"County Mayo",NA
-80,-33,-54,-59,-49,21,"County Meath",NA
-80,-43,NA,-58,-49,18,"County Monaghan",NA
-79,-38,-40,-65,-47,22,"County Offaly",NA
-86,-38,NA,NA,-43,18,"County Roscommon",NA
-89,-44,-48,-69,-44,9,"County Sligo",NA
-80,-36,-61,-73,-46,21,"County Tipperary",NA
-87,-45,-75,-77,-46,20,"County Waterford",NA
-85,-48,-45,-75,-52,24,"County Westmeath",NA
-83,-42,-70,-71,-52,22,"County Wexford",NA
-89,-40,-79,-76,-53,27,"County Wicklow",NA
-67,-13,-56,-61,-59,30,"Israel","ISR"
-94,-85,-90,-87,-63,24,"Italy","ITA"
-94,-84,-89,-90,-63,24,"Abruzzo",NA
-95,-88,-91,-86,-67,36,"Aosta",NA
-94,-85,-88,-88,-64,25,"Apulia",NA
-91,-84,-77,-86,-58,22,"Basilicata",NA
-94,-92,-85,-90,-63,22,"Calabria",NA
-94,-78,-91,-89,-67,23,"Campania",NA
-96,-94,-88,-88,-65,24,"Emilia Romagna",NA
-95,-94,-90,-83,-59,24,"Friuli Venezia Giulia",NA
-94,-76,-90,-88,-62,24,"Lazio",NA
-94,-80,-91,-85,-60,23,"Liguria",NA
-95,-81,-91,-89,-65,24,"Lombardy",NA
-95,-88,-91,-86,-64,26,"Marche",NA
-91,-82,-84,-80,-60,29,"Molise",NA
-94,-82,-89,-85,-59,23,"Piedmont",NA
-94,-92,-87,-81,-56,22,"Sardinia",NA
-95,-93,-91,-89,-68,25,"Sicily",NA
-96,-94,-93,-86,-65,25,"Trentino South Tyrol",NA
-94,-84,-91,-85,-62,25,"Tuscany",NA
-95,-89,-86,-81,-61,25,"Umbria",NA
-96,-95,-91,-89,-62,25,"Veneto",NA
-53,-36,-50,-50,-29,12,"Jamaica","JAM"
-26,-7,-25,-41,-9,7,"Japan","JPN"
-14,1,-11,-35,-5,6,"Aichi",NA
-1,5,19,-20,0,3,"Akita",NA
-11,1,11,-20,0,3,"Aomori",NA
-43,-21,-61,-53,-15,11,"Chiba",NA
-5,5,29,-12,0,3,"Ehime",NA
-13,5,-18,-19,-2,6,"Fukui",NA
-13,6,34,-34,-3,4,"Fukuoka",NA
-21,-7,-51,-35,-4,7,"Fukushima",NA
-14,3,-25,-32,-4,6,"Gifu",NA
-33,-15,-55,-49,-8,9,"Gunma",NA
-7,7,15,-24,-1,3,"Hiroshima",NA
-7,3,-2,-27,-5,3,"Hokkaido",NA
-12,5,-10,-31,-4,5,"Hyogo",NA
-31,-16,-60,-51,-10,10,"Ibaraki",NA
-8,8,-23,-30,-1,4,"Ishikawa",NA
-5,5,6,-19,1,3,"Iwate",NA
-7,4,19,-22,-1,3,"Kagawa",NA
-5,4,16,-15,4,2,"Kagoshima",NA
-55,-31,-66,-55,-23,13,"Kanagawa",NA
-3,3,23,-7,0,2,"Kochi",NA
-13,4,36,-14,-1,4,"Kumamoto",NA
-10,7,12,-32,-3,4,"Kyoto",NA
-9,4,-20,-33,-1,5,"Mie",NA
-14,0,-37,-35,-2,5,"Miyagi",NA
-7,7,4,-15,2,3,"Miyazaki",NA
-31,-11,-56,-44,-4,8,"Nagano",NA
-3,8,30,-12,3,2,"Nagasaki",NA
-7,11,10,-27,-5,4,"Nara",NA
-11,3,-22,-35,-3,5,"Niigata",NA
-8,5,22,-17,-1,3,"Oita",NA
-7,7,17,-18,0,3,"Okayama",NA
-9,0,-14,-27,1,3,"Okinawa",NA
-21,3,-8,-39,-7,6,"Osaka",NA
-4,6,48,-19,0,3,"Saga",NA
-51,-28,-61,-53,-20,12,"Saitama",NA
-6,7,-8,-25,-2,4,"Shiga",NA
1,6,45,4,5,1,"Shimane",NA
-17,-4,-47,-38,-6,7,"Shizuoka",NA
-33,-16,-61,-46,-9,10,"Tochigi",NA
-4,3,27,-13,0,3,"Tokushima",NA
-63,-32,-66,-59,-27,14,"Tokyo",NA
1,9,15,-13,2,2,"Tottori",NA
-6,7,-19,-26,0,4,"Toyama",NA
-6,8,16,-21,-2,4,"Wakayama",NA
-3,6,-12,-27,-1,3,"Yamagata",NA
-4,9,49,-6,1,3,"Yamaguchi",NA
-29,-13,-56,-51,-9,8,"Yamanashi",NA
-74,-52,-59,-89,-73,27,"Jordan","JOR"
-45,-24,-20,-32,-17,9,"Kazakhstan","KAZ"
-45,-33,-20,-39,-22,17,"Kenya","KEN"
-56,-30,-48,-49,-42,23,"Kuwait","KWT"
-52,-28,-40,-37,-34,20,"Al Ahmadi Governorate",NA
-65,-34,-56,-53,-50,21,"Al Asimah Governate",NA
-50,-31,-47,-55,-37,24,"Al Farwaniyah Governorate",NA
-46,-30,-38,-18,-32,19,"Al Jahra Governorate",NA
-61,-28,-53,-40,-52,26,"Hawalli Governorate",NA
-56,-34,-51,-42,-52,21,"Mubarak Al Kabeer Governorate",NA
-74,-64,-32,-70,-43,15,"Kyrgyzstan","KGZ"
-45,-23,-18,-47,-9,11,"Laos","LAO"
-50,-22,-18,-48,-25,7,"Latvia","LVA"
-73,-48,-59,-84,-41,15,"Lebanon","LBN"
-49,-28,-32,-52,-36,21,"Libya","LBY"
-90,-22,NA,-58,-37,NA,"Liechtenstein","LIE"
-72,-38,-28,-63,-33,11,"Lithuania","LTU"
-71,-36,0,-70,-32,17,"Alytus County",NA
-74,-40,-48,-68,-33,11,"Kaunas County",NA
-73,-31,-43,-59,-36,11,"Klaipeda County",NA
-64,-39,-35,-41,-27,18,"Marijampole County",NA
-70,-36,-32,-63,-26,7,"Panevežys County",NA
-60,-31,NA,-46,-23,15,"Taurage County",NA
-67,-40,-18,-44,-24,17,"Telšiai County",NA
-63,-22,1,-35,-23,16,"Utena County",NA
-74,-41,-22,-67,-40,12,"Vilnius County",NA
-73,-39,-41,-38,-30,7,"Šiauliai County",NA
-90,-70,-66,-78,-60,23,"Luxembourg","LUX"
-81,-58,-68,-83,-52,31,"Malaysia","MYS"
-25,-18,-12,-36,0,9,"Mali","MLI"
-76,-38,-45,-57,-49,19,"Malta","MLT"
-89,-86,-88,-89,-69,24,"Mauritius","MUS"
-45,-19,-46,-47,-20,11,"Mexico","MEX"
-67,-44,-43,-68,-37,12,"Moldova","MDA"
-16,5,5,-16,-2,2,"Mongolia","MNG"
-26,-13,-22,-29,1,10,"Mozambique","MOZ"
-46,-29,-19,-35,-10,12,"Myanmar  Burma ","MMR"
-56,-42,-39,-74,-28,16,"Namibia","NAM"
-78,-69,-55,-74,-72,28,"Nepal","NPL"
-65,-29,-30,-68,-35,11,"Netherlands","NLD"
-61,-30,-27,-58,-29,9,"Drenthe",NA
-56,-25,-5,-63,-34,10,"Flevoland",NA
-57,-28,-11,-51,-28,9,"Friesland",NA
-66,-28,-29,-62,-33,10,"Gelderland",NA
-65,-31,2,-63,-33,10,"Groningen",NA
-76,-34,-59,-65,-38,12,"Limburg",NA
-68,-28,-33,-71,-34,12,"North Brabant",NA
-66,-31,-35,-78,-40,12,"North Holland",NA
-67,-29,-25,-66,-34,11,"Overijssel",NA
-60,-26,-22,-64,-35,11,"South Holland",NA
-60,-32,-17,-70,-36,11,"Utrecht",NA
-69,-40,-46,-57,-31,10,"Zeeland",NA
-91,-54,-78,-84,-59,22,"New Zealand","NZL"
-89,-55,-70,-83,-64,25,"Auckland",NA
-92,-51,-86,-83,-52,22,"Bay Of Plenty",NA
-90,-56,-83,-90,-60,22,"Canterbury",NA
-100,-48,-88,NA,-47,NA,"Gisborne",NA
-94,-53,-78,-84,-51,31,"Hawke s Bay",NA
-93,-50,-76,-84,-54,33,"Manawatu Wanganui",NA
-92,-60,-83,-91,-25,0,"Marlborough",NA
-100,-60,-81,NA,-61,4,"Nelson",NA
-93,-55,-86,-86,-52,32,"Northland",NA
-95,-62,-82,-91,-64,39,"Otago",NA
-96,-53,-83,NA,-48,17,"Southland",NA
-95,-52,-86,NA,-51,17,"Taranaki",NA
-90,-67,-89,NA,-54,NA,"Tasman",NA
-94,-55,-84,-82,-57,23,"Waikato",NA
-93,-54,-63,-84,-62,20,"Wellington",NA
-100,-61,-87,NA,-54,NA,"West Coast",NA
-45,-25,-31,-38,-17,11,"Nicaragua","NIC"
-23,-15,-19,-25,-1,9,"Niger","NER"
-39,-25,-24,-34,-11,15,"Nigeria","NGA"
-74,-41,-44,-69,-51,18,"North Macedonia","MKD"
-65,-32,-5,-57,-34,11,"Norway","NOR"
-59,-21,-1,-39,-31,9,"Agder",NA
-66,-37,-8,-54,-32,10,"Innlandet",NA
-73,-38,-40,-67,-29,10,"Møre og Romsdal",NA
-61,-18,24,-71,-24,8,"Nordland",NA
-68,-26,-7,-64,-45,14,"Oslo",NA
-61,-38,4,-58,-35,11,"Rogaland",NA
-74,-46,-24,-71,-32,10,"Troms Og Finnmark",NA
-74,-41,-15,-68,-37,13,"Trondelag",NA
-59,-23,13,-52,-30,10,"Vestfold Og Telemark",NA
-71,-47,-31,-66,-36,12,"Vestland",NA
-56,-21,24,-59,-33,11,"Viken",NA
-52,-35,-41,-64,-34,17,"Oman","OMN"
-70,-55,-45,-62,-41,18,"Pakistan","PAK"
-84,-61,-78,-77,-59,31,"Panama","PAN"
-20,-9,-12,-46,11,12,"Papua New Guinea","PNG"
-68,-52,-71,-76,-30,23,"Paraguay","PRY"
-82,-57,-76,-83,-55,29,"Peru","PER"
-81,-59,-59,-82,-54,26,"Philippines","PHL"
-78,-59,-59,-71,-36,13,"Poland","POL"
-80,-61,-62,-73,-37,13,"Greater Poland Voivodeship","POL"
-79,-63,-73,-78,-33,12,"Kuyavian Pomeranian Voivodeship",NA
-84,-65,-69,-78,-41,14,"Lesser Poland Voivodeship","POL"
-82,-65,-71,-77,-38,13,"Lower Silesian Voivodeship",NA
-71,-44,-25,-71,-32,12,"Lublin Voivodeship",NA
-77,-65,-55,-72,-37,12,"Lubusz Voivodeship",NA
-77,-54,-60,-70,-35,13,"Masovian Voivodeship",NA
-79,-62,-55,-72,-37,12,"Opole Voivodeship",NA
-71,-46,-11,-71,-36,13,"Podkarpackie Voivodeship",NA
-75,-47,-17,-60,-32,11,"Podlaskie Voivodeship",NA
-82,-64,-78,-78,-38,14,"Pomeranian Voivodeship",NA
-77,-58,-50,-65,-35,13,"Silesian Voivodeship",NA
-74,-44,-26,-67,-34,12,"Swietokrzyskie",NA
-77,-60,-63,-73,-35,11,"Warmian Masurian Voivodeship",NA
-80,-66,-76,-69,-39,12,"West Pomeranian Voivodeship",NA
-74,-55,-49,-66,-29,13,"Lódz Voivodeship",NA
-83,-59,-80,-78,-53,22,"Portugal","PRT"
-83,-61,-84,-83,-53,24,"Aveiro District",NA
-83,-56,-66,-87,-47,18,"Azores",NA
-83,-59,-60,NA,-40,24,"Beja District",NA
